tr_build_id,gh_project_name,gh_is_pr,gh_lang,git_branch,gh_num_commits_in_push,git_prev_commit_resolution_status,gh_first_commit_created_at,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_log_lan,tr_log_status,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_testduration,build_successful
4318819,660,0,2,612,0.1578947368421052,0,1358643025.0,0.0,0.0007928118393234,0.0029263831732967,0.0,0.0,0.0288461538461538,0.0,0.0,0.0048780487804878,0.0,0.0359820089955022,0.0135747645047512,0.0213136561138763,0.0045135756818044,0,1358898096.0,1358900541.0,1,0.0580569397835179,24,4,2,4,4,1,1,0.0,0.0002698466780238,0.0,7.456162777663272e-06,True
4657066,660,0,2,37,0.0526315789473684,0,1360199151.0,0.0,9.91014799154334e-05,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0080132347619293,0.0137366011323972,0.0220243787460434,0.0046599760209941,0,1360288666.0,1360290394.0,1,0.0482092512853894,24,4,2,4,4,1,1,0.0,0.0001267461669505,0.0,7.704225636948863e-06,True
979932,660,0,2,612,0.0,0,1333100805.0,0.0,0.0052523784355179,0.0,0.0,0.0,0.0211538461538461,0.0,0.0,0.0,0.0142857142857142,0.0010339657757328,0.013920245532563,0.0161888432553131,0.0031645328739763,0,1333100758.0,1333101409.0,0,0.0235394501304081,6,4,2,4,4,1,1,0.0,0.0014691652470187,0.0095646437994722,2.9173263026917544e-05,False
1073848,660,0,2,612,0.0526315789473684,0,1334212627.0,0.0,0.0001651691331923,0.0018289894833104,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0023781212841854,0.014114219930238,0.0165537564495155,0.0033312704654769,0,1334237567.0,1334237578.0,1,0.0259277015169574,6,4,2,4,4,1,1,0.0,0.0014800681431005,0.0089050131926121,1.764280163235498e-05,True
1290431,660,0,2,612,0.0,0,1336607793.0,0.0,0.0,0.0007315957933241,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0031018973271984,0.0145366020506192,0.0168570788530465,0.0033720741552066,0,1336607826.0,1336608746.0,1,0.0240804352511182,6,4,2,4,4,1,1,0.0,0.0014582623509369,0.0082453825857519,2.3176923406776668e-05,True
1343757,660,0,2,612,0.0526315789473684,0,1336999001.0,0.0,9.91014799154334e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0039807682365713,0.0145274198306109,0.0169390499867544,0.0033830838198022,0,1337157231.0,1337158359.0,1,0.0244674815163417,6,4,2,4,4,1,1,0.0,0.0014637137989778,0.0082453825857519,1.806932698033524e-05,True
1878222,660,0,2,35,0.0,0,1342452948.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0024298195729721,0.0148591275284103,0.0170840980916115,0.0035550214445367,0,1342453795.0,1342453796.0,0,0.0239572841667289,6,4,2,4,4,1,1,0.0,0.0015809199318568,0.008575197889182,1.8385205585324803e-05,False
2199618,660,0,2,612,0.0526315789473684,0,1345633089.0,0.0,0.0005946088794926,0.002103337905807,0.0,0.0,0.0076923076923076,0.0,0.0,0.0048780487804878,0.0,0.0011373623533061,0.0143116376604162,0.0159273547146004,0.0032380242354477,0,1345634869.0,1345638291.0,1,0.0165154400672053,6,4,2,4,4,1,1,0.0,0.0013410562180579,0.0072559366754617,1.803541910748325e-05,True
2273358,660,0,2,36,0.1052631578947368,0,1346027412.0,0.0,0.0011892177589852,0.0045724737082761,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0069275706974099,0.0143070465504121,0.0160954085538703,0.0032751274501469,0,1346250788.0,1346250796.0,1,0.0176237998267088,6,4,2,4,4,1,1,0.0,0.0013533219761499,0.0072559366754617,1.3206224163405508e-05,True
2763898,660,0,2,612,0.0,0,1350003787.0,0.0,0.0001982029598308,0.0010059442158207,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0027400093056919,0.0129320091041711,0.0186269292176689,0.0039024289458703,0,1350003892.0,1350054902.0,1,0.0213095358523594,6,4,2,4,4,1,1,0.0,0.0014269165247018,0.0,2.00324143559766e-05,True
3604515,660,0,2,612,0.1578947368421052,0,1354587534.0,0.0,0.0008919133192389,0.0025605852766346,0.0,0.0,0.0211538461538461,0.0,0.0,0.0048780487804878,0.0035714285714285,0.0182494959416843,0.0132533868044611,0.0211070596972421,0.004474536539789,0,1355199472.0,1355201058.0,1,0.0187145665741567,12,4,2,4,4,1,1,0.0,2.3168654173764904e-05,0.0,7.424039529698232e-07,True
4031286,660,0,2,612,0.1052631578947368,0,1357679611.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0035714285714285,0.0099777697358217,0.013600015609774,0.021045557441992,0.0044743752337284,0,1357680293.0,1357683416.0,0,0.0345746669422905,24,4,2,4,4,1,1,0.0,0.000271209540034,0.0,8.369890719779978e-06,False
81123642,673,0,0,612,0.0526315789473684,1,1442623027.0,0.0,0.0017838266384778,0.0309099222679469,0.0,0.0,0.148076923076923,0.0,0.0,0.0,0.0071428571428571,0.0144238225714728,0.007329707121615,0.0112673640019577,0.0035047117925793,1,1442636660.0,1442636795.0,1,0.0011963248197815,2,3,1,2,3,1,1,0.0,4.088586030664395e-06,0.0,8.691123199430382e-07,True
83364314,673,0,0,570,0.0526315789473684,0,1443813492.0,0.0,6.60676532769556e-05,0.0009144947416552,0.0,0.0,0.0038461538461538,0.0,0.0048309178743961,0.0,0.0,0.0017060435299591,0.0077819314570231,0.0109459735642618,0.0033923819633921,1,1443813745.0,1443813511.0,1,0.0011875283137537,2,3,1,2,3,1,1,0.0,4.088586030664395e-06,0.0,7.78096450708757e-07,True
71368787,673,0,0,612,0.0526315789473684,1,1437108236.0,0.0,0.0027087737843551,0.0,0.0,0.0,0.0115384615384615,0.0,0.0,0.0,0.0,0.0047562425683709,0.0082157913524147,0.0090133489408639,0.0031192460000504,1,1437112954.0,1437113077.0,1,0.0009456243979891,2,3,1,2,3,1,1,0.0,4.088586030664395e-06,0.0,6.121263362227148e-07,True
74249688,673,0,0,612,0.0526315789473684,1,1438752509.0,0.0,0.0055166490486257,0.0006401463191586,0.0,0.0,0.0153846153846153,0.0,0.0,0.0,0.0,0.0082200279170759,0.0079254036446526,0.0086245519713261,0.0027819611780455,1,1438787280.0,1438787295.0,1,0.0012842898800596,2,3,1,2,3,1,1,0.0,4.088586030664395e-06,0.0,5.389567158579004e-07,True
75680563,673,0,0,612,0.0526315789473684,1,1439591940.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0035714285714285,0.0079615364731427,0.0079403247521661,0.0087387911959939,0.0028010960810752,1,1439592399.0,1439592408.0,1,0.0012447056029345,2,3,1,2,3,1,1,0.0,4.088586030664395e-06,0.0,9.494204398556392e-07,True
5402300,738,0,0,612,0.0526315789473684,0,1362983390.0,0.0,0.0,0.0,0.0,0.0,0.0076923076923076,0.0,0.0,0.0,0.0142857142857142,0.0011890606420927,0.0033411803055154,0.0070419421167834,0.0012524395044193,1,1362983926.0,1362983959.0,1,0.0004354270483763,1,3,1,2,3,1,1,0.0,0.004542542750629,0.0,5.246797167623269e-07,True
84694481,747,0,2,612,0.0,0,1444503409.0,0.0,0.0016186575052854,0.0044810242341106,0.0096618357487922,0.0,0.0019230769230769,0.0,0.0,0.0,0.0035714285714285,0.0004135863102931,0.0127793546965333,0.0096273282933425,0.0024880060588823,1,1444503416.0,1444503432.0,1,0.0027357133746475,6,4,1,4,4,1,1,0.0,0.0011788756388415,0.00032981530343,1.6275778968953811e-06,True
59949192,747,0,2,612,0.0,0,1429913334.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0035714285714285,0.008633614227369,0.0094163666184982,0.0083051453400434,0.0023247294377852,1,1429913338.0,1429913386.0,1,0.0026477483143695,6,4,1,4,4,1,1,0.0,0.0007890971039182,0.0,5.282489665362203e-07,True
61555629,747,0,2,612,0.5263157894736843,1,1430829870.0,0.0,0.0080602536997885,0.0021947873799725,0.0096618357487922,0.0,0.0173076923076923,0.0,0.0,0.0097560975609756,0.0,0.010804942356408,0.0098192365213618,0.0084657639532517,0.0023706130290843,1,1430961486.0,1430961522.0,1,0.0028412714469812,6,4,1,4,4,1,1,0.0,0.0008422487223168,0.0,5.193258421014869e-07,True
61607842,747,1,2,612,1.0,1,1430092737.0,0.0,0.0145018498942917,0.0081390032007315,0.0144927536231884,0.0173410404624277,0.0326923076923076,0.0,0.0,0.0097560975609756,0.0,0.0217649795791759,0.0098525220688919,0.0084634707739907,0.0023756999830307,0,1431290855.0,1431027839.0,0,0.0029512277723288,6,4,1,4,4,1,1,0.0,0.0008504258943781,0.0,4.1403297377163213e-07,False
9716374,759,0,2,612,0.0,0,1375315094.0,0.0,0.0004294397463002,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0002584914439332,0.0006817798356153,0.0428318394074391,0.0168394042058416,1,1375315097.0,1375315136.0,1,0.0014162374704767,6,4,1,4,4,1,1,0.0,0.0004306643952299,0.0,9.10158692342812e-07,True
19106911,772,0,0,612,0.0526315789473684,1,1391181662.0,0.0,0.0008919133192389,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0001033965775732,0.0396717815458037,0.002057476852219,0.0005643470006838,1,1392726923.0,1392726967.0,1,0.0022694985551738,2,3,1,2,3,1,1,0.0,0.0004797274275979,0.0,5.300871301697754e-05,True
26896594,772,0,0,612,0.0,0,1402006941.0,0.0,0.000627642706131,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0002067931551465,0.0398014804034208,0.0020768151904196,0.0005746663276332,1,1402006946.0,1402006996.0,1,0.0023662601214797,3,3,1,2,3,1,1,0.0,0.0004851788756388,0.0013192612137203,4.150859024549307e-05,True
94423269,772,0,0,612,0.0526315789473684,1,1449069163.0,0.0,0.0001321353065539,0.0068587105624142,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0003101897327198,0.0402938769513652,0.0021993508515824,0.0005908634395183,1,1449070557.0,1449070583.0,1,0.0027269168686197,2,3,1,2,3,1,1,0.0,0.0005165247018739,0.0009894459102902,0.0001146764259854,True
27115987,86,1,2,612,0.0,0,1402305714.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0035714285714285,0.0004652845990797,0.0005738887505179,0.0213781255964878,0.0048794784661327,1,1402305743.0,1402305773.0,1,0.0007257117472939,4,4,1,4,4,1,1,0.0,7.223168654173764e-05,0.0,3.2123247965040425e-08,True
5954357,100,1,2,612,0.0526315789473684,0,1364814342.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0008788709093728,0.0013566730062243,0.0972354106188447,0.0148010038471801,1,1366712031.0,1364814583.0,1,0.0023838531335353,9,4,1,4,4,1,1,0.0,0.0008981260647359,0.0009894459102902,1.9452411267718925e-07,True
9828405,100,1,2,612,0.3684210526315789,0,1375616846.0,0.0,0.0002312367864693,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0014992503748125,0.0013911063312554,0.096694805366641,0.014759612691949,1,1380332950.0,1375617147.0,1,0.0026169605432722,9,4,1,4,4,1,1,0.0,0.0009117546848381,0.0009894459102902,2.587706086072701e-07,True
101847203,107,1,2,612,0.2631578947368421,0,1452089000.0,0.0,0.0099101479915433,0.0453589391860996,0.0,0.0,0.0557692307692307,0.0,0.0,0.0146341463414634,0.0071428571428571,0.0183011942304709,0.0030680092602688,0.0270462205103514,0.0048357609542648,1,1452690823.0,1452613875.0,1,0.0491856634544758,60,4,1,4,8,1,1,0.0,0.0004115843270868,0.00032981530343,1.235852734210583e-05,True
107922794,107,0,2,612,0.1052631578947368,0,1454799616.0,0.0,0.0034685517970401,0.0005486968449931,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0,0.0055834151889572,0.0031185114703144,0.0272725119605892,0.0048608531040461,1,1454982153.0,1454983984.0,1,0.0419241477285222,60,4,1,4,8,1,1,0.0,0.0004211243611584,0.00032981530343,3.498221703392903e-05,True
68608338,107,0,2,612,0.0,0,1432259769.0,0.0,0.0,0.0014631915866483,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0,0.0002067931551465,0.0027144937899498,0.0249415220584236,0.0046459023276918,1,1435417983.0,1435418004.0,1,0.0289712926025782,57,4,1,4,8,1,1,0.0,0.000332538330494,0.0,4.072513992012348e-06,True
61087019,107,0,2,612,0.0,0,1430528240.0,0.0,0.0001321353065539,0.0,0.0,0.0,0.0115384615384615,0.0,0.0,0.0,0.0142857142857142,0.0041875613917179,0.0027144937899498,0.0248463254093455,0.0046340505360395,1,1430699758.0,1430699769.0,1,0.0260948351314857,57,4,1,4,8,1,1,0.0,0.0003311754684838,0.0,4.252761105593962e-06,True
14526520,191,1,1,237,0.5789473684210527,1,1385376033.0,0.0,0.0036337209302325,0.0095107453132144,0.0,0.0,0.0557692307692307,0.0,0.0,0.0,0.0071428571428571,0.0341208705991831,0.051777390849229,0.001861784653575,0.0003233822741651,1,1385444451.0,1385437845.0,1,0.0010071999401837,1,3,1,2,3,1,1,0.0,0.004542542750629,0.0,8.016534992164533e-06,True
102907333,212,0,2,612,0.0526315789473684,1,1453000004.0,0.0,0.0001982029598308,0.0,0.0,0.0,0.0057692307692307,0.0,0.0,0.0,0.0035714285714285,0.0048079408571576,0.0004545198904102,0.0437044745057231,0.0081616789739603,1,1453025214.0,1453025327.0,1,0.0042355176523884,12,4,1,4,4,1,1,0.0,0.000104940374787,0.0,8.923124434733451e-09,True
55918811,212,0,2,612,0.0526315789473684,1,1421105115.0,0.0,0.0,0.0,0.0,0.0,0.0019230769230769,0.0,0.0,0.0,0.0035714285714285,0.0005169828878664,0.0003741754653376,0.0291581904485129,0.0059095239818131,1,1427359915.0,1427360073.0,1,0.0017944872296723,10,4,1,4,4,1,1,0.0,5.724020442930153e-05,0.0,6.246187104313416e-08,True
15308389,239,0,2,612,0.0526315789473684,1,1386785122.0,0.0,0.0007928118393234,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0072894587189164,0.0131041757293265,7.906388361796329e-05,9.843294747617916e-06,1,1386797458.0,1386797884.0,1,0.0010511824703227,4,4,1,4,4,1,1,0.0,0.0014105621805792,0.00032981530343,1.1243136787764149e-07,True
1354221,239,0,2,612,0.0,0,1337248287.0,0.0,6.60676532769556e-05,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.0,0.0,0.0034637853487049,0.0074456326492196,0.0,0.0,1,1337248302.0,1337248303.0,1,0.0007960837955164,5,4,2,4,4,1,1,0.0,0.0003120954003407,0.0,2.337858601900165e-07,True
